JournalCode	JournalLib                    	EcritureNum	EcritureDate	CompteNum    	CompteLib                          	CompAuxNum   	CompAuxLib                         	PieceRef    	PieceDate	EcritureLib                        	        Debit	       Credit	EcritureLet	DateLet 	ValidDate	Montantdevise	Idevise
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 12 145  	20150101 	BNP PI PE                          	0000010872,00	0000000000,00	A          	20160225	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 11 120  	20150101 	CABINET C                          	0000001826,00	0000000000,00	A          	20160225	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 10 114  	20150101 	CABINET D                          	0000000616,00	0000000000,00	A          	20160225	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 12 158  	20150101 	CABINET D                          	0000007821,00	0000000000,00	A          	20160225	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 12 154  	20150101 	CABINET D                          	0000003276,00	0000000000,00	A          	20160225	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 12 163  	20150101 	CABINET F                          	0000001419,00	0000000000,00	A          	20160225	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 12 157  	20150101 	CABINET J                          	0000002497,00	0000000000,00	A          	20160225	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 12 142 B	20150101 	CABINET J                          	0000001903,00	0000000000,00	A          	20160225	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F 13 05 085 	20150101 	CABINET L                          	0000001063,58	0000000000,00	           	        	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 11 128  	20150101 	CABINET L                          	0000003869,25	0000000000,00	A          	20160301	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 12 152  	20150101 	CABINET L                          	0000017998,75	0000000000,00	AA         	20160301	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 07 066  	20150101 	CABINET L                          	0000002460,15	0000000000,00	           	        	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 09 099  	20150101 	CABINET L                          	0000000297,00	0000000000,00	A          	20160225	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 07 068  	20150101 	CABINET P                          	0000002002,00	0000000000,00	A          	20160225	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 11 138  	20150101 	CABINET R                          	0000002035,00	0000000000,00	A          	20160225	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 09 088  	20150101 	CABINET R                          	0000005126,00	0000000000,00	A          	20160225	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 10 106  	20150101 	CABINET S                          	0000008241,75	0000000000,00	A          	20160301	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 11 124  	20150101 	CABINET S                          	0000007417,58	0000000000,00	A          	20160301	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 11 125  	20150101 	CABINET S                          	0000001914,00	0000000000,00	           	        	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 12 146  	20150101 	CABINET S                          	0000000824,18	0000000000,00	A          	20160301	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 12 167  	20150101 	CABINET S                          	0000005636,40	0000000000,00	A          	20160225	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 09 084  	20150101 	CABINET V                          	0000020385,00	0000000000,00	           	        	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 10 105  	20150101 	CABINET V                          	0000041971,00	0000000000,00	A          	20160301	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 11 127  	20150101 	CABINET V                          	0000002679,00	0000000000,00	AA         	20160301	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 09 086  	20150101 	CABINET X                          	0000000000,00	0000006000,00	A          	20160225	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 09 086  	20150101 	CABINET X                          	0000009592,00	0000000000,00	A          	20160225	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 09 092  	20150101 	CAST                               	0000001056,00	0000000000,00	A          	20160301	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 11 133  	20150101 	CAST                               	0000008639,40	0000000000,00	A          	20160301	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 12 148  	20150101 	CAST                               	0000016044,60	0000000000,00	AA         	20160301	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 11 122  	20150101 	CHARP                              	0000020083,80	0000000000,00	A          	20160225	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F 13 03 051 	20150101 	CIT                                	0000014807,20	0000000000,00	           	        	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F 13 03 040 	20150101 	CIT                                	0000007973,11	0000000000,00	A          	20160301	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F 13 03 051 	20150101 	CIT                                	0000000000,00	0000008347,61	           	        	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 04 032  	20150101 	CIT                                	0000008323,70	0000000000,00	           	        	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 12 171  	20150101 	COGE/45                            	0000002178,00	0000000000,00	A          	20160225	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	REMTRAITE   	20150101 	COLA                               	0000000000,00	0000024257,87	           	        	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	LCR         	20150101 	COLA                               	0000000000,00	0000002670,10	           	        	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	REM LCR     	20150101 	COLA                               	0000000000,00	0000041584,92	           	        	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	REM LCR     	20150101 	COLA                               	0000000000,00	0000003465,41	           	        	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F 13 10 150 	20150101 	COLA                               	0000003647,80	0000000000,00	           	        	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F13 10 151  	20150101 	COLA                               	0000002810,60	0000000000,00	           	        	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	1306102     	20150101 	COLA                               	0000043773,60	0000000000,00	           	        	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F1307117    	20150101 	COLA                               	0000025534,60	0000000000,00	           	        	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 12 169  	20150101 	COLA                               	0000013334,40	0000000000,00	           	        	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 11 136  	20150101 	COLA                               	0000031113,60	0000000000,00	A          	20160301	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 09 085  	20150101 	COLA                               	0000037040,00	0000000000,00	AA         	20160301	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 10 103  	20150101 	COLA                               	0000037040,00	0000000000,00	AA         	20160301	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 11 123  	20150101 	FDP/42 RUE DESCARTES               	0000039157,80	0000000000,00	A          	20160225	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 12 143  	20150101 	FDP/42 RUE DESCARTES               	0000003263,15	0000000000,00	A          	20160225	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 12 166  	20150101 	FDP/42 RUE DESCARTES               	0000002178,00	0000000000,00	A          	20160225	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 12 168  	20150101 	FONCIA                             	0000001397,00	0000000000,00	A          	20160225	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 12 164  	20150101 	FONCIA                             	0000001364,00	0000000000,00	A          	20160225	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 01 005  	20150101 	GIP                                	0000000000,00	0000016344,80	A          	20160302	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 01 005  	20150101 	GIP                                	0000017204,00	0000000000,00	A          	20160302	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F13 10 158  	20150101 	GIP                                	0000001551,50	0000000000,00	           	        	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F13 11 172  	20150101 	IMMO FR                            	0000001423,10	0000000000,00	           	        	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 03 017  	20150101 	IMODM                              	0000001826,00	0000000000,00	A          	20160225	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 12 161  	20150101 	IMODM                              	0000001320,00	0000000000,00	A          	20160225	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 12 151  	20150101 	TIFFEN                             	0000007810,00	0000000000,00	A          	20160225	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 12 153  	20150101 	TIFFEN                             	0000008085,00	0000000000,00	A          	20160225	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 12 155  	20150101 	TIFFEN                             	0000000836,00	0000000000,00	A          	20160225	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 12 165  	20150101 	LE TERROIR                         	0000019233,50	0000000000,00	A          	20160225	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 12 144  	20150101 	LLPS/5 RUE                         	0000000756,00	0000000000,00	A          	20160225	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F13 12 190  	20150101 	LOISEL                             	0000000973,70	0000000000,00	           	        	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 11 132  	20150101 	LOISEL                             	0000011138,60	0000000000,00	AC         	20160301	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 11 129  	20150101 	LOISEL                             	0000027866,30	0000000000,00	A          	20160301	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 12 149  	20150101 	LOISEL                             	0000049164,12	0000000000,00	AA         	20160301	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 11 118  	20150101 	LOISEL                             	0000001958,00	0000000000,00	AB         	20160301	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 07 061  	20150101 	M.MME STAB                         	0000016500,00	0000000000,00	           	        	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F14 11 141  	20150101 	M.MME STAB                         	0000009020,00	0000000000,00	           	        	20160927	             	       
AN         	A nouveaux                    	1          	20150101    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F 13 05 077 	20150101 	MARCHAL / 9 rue vergniaud          	0000001262,60	0000000000,00	           	        	20160927	             	       
